"MutantVarietyID","Variety Name","Local Name","Local Registration Year","Local Registration Number","Local Registration Agency","National Registration Number","National Registration Agency","Latin Name","Common Name","Country Name","Short Description","Miscellaneous","Character Improvement Details","Registration","PropagationModeType","UsageSubcategory","MutantDevelopmentType","Intellectual Property","Mutagen Treatment Type","Physical Mutagen","Chemical Mutagen","Treatment Material Type","Continent Name"
"2695","Zhongzao 25","中早25","2006","","","2006011","China National Variety Registration Committee","Oryza sativa L.","Rice","China","The mutant variety Zhongzao 25 was officialy approved in 2006. It was developed by hybridization with two mutants. Main improved attributes of mutant variety are early maturity, high yield, wide adaptability and blast resistance.","中早25系中国水稻研究所以中选181为母本、中早18为父本,杂交选育而成的早稻新品种.该品种具有熟期早、产量高、适应性广、抗稻瘟病等特点.2006年3月通过江西省农作物品种审定委员会审定.","Early maturity, high yield, wide adaptability and blast resistance","2006","Seed - Self pollination","Cereals","Crossing of two mutants","","","","","","Asia"
"788","Zhongzhe 1","中浙1号","1989","","","","","Oryza sativa L.","Rice","China","The mutant variety Zhongzhe 1 was officialy approved in 1989. It was developed by hybridization with one mutant variety Yuanfengzao (IR 24 x Yuanfengzao x Zhuke 2) obtained by irradiation of seeds with gamma rays (350 Gy). Main improved attribute of mutant variety are high grain yield and altered maturity.","高产早籼新品种中浙1号","High grain yield and altered maturity","1989","Seed - Self pollination","Cereals","Crossing with one mutant variety","","Physical","Gamma rays","","Seed","Asia"
"2911","Zhongzheyou 1","中浙优1号","2004","","Zhejiang Provincial Variety Registration Committee","","","Oryza sativa L.","Rice","China","超级稻中浙优1号系中国水稻研究所与浙江勿忘农种业公司合作育成的籼稻杂交新组合。其特点是：高产优质、穗粒适中、结实率高、千粒重高。2004年4月通过浙江省农作物品种审定委员会审定。2005年被农业部确定为超级稻组合，并被列为浙江省的主导品种。近三年在浙江省永嘉县推广种植7．2万667m^2。","","","2004","Seed - Self pollination","Cereals","Crossing with one mutant variety","","Physical","Cosmic rays","","","Asia"
"2696","Zhongzheyou 8","中浙优8号","2006","2006002","Zhejiang Provincial Variety Registration Committee","","","Oryza sativa L.","Rice","China","The mutant variety Guiwanfu was officialy approved in 1988. It was developed by hybridization with a mutant. Main improved attributes of mutant variety are good quality, high yield and plant type.","中浙优8号是中国水稻研究所与浙江省勿忘农集团有限公司合作．用中国水稻研究所选育的优质米不育系中浙A为母本与编号为T一8的株系组配而成单季稻新品种. 。2002年提交参加浙江省“8812”计划联品试验．因品质、产量、株型表现突出，并定名为中浙优8号 同年被浙江省“8812”计划专家组推荐参加省区试 2003～2004年参加浙江省单季稻区试。2005年参加浙江省单季稻生产试验。2006年2月通过浙江省农作物品种审定委员会审定(审定编号：浙审稻2006002)。","Good quality, high yield and plant type","2006","Seed - Self pollination","Cereals","Crossing with one mutant","","","","","","Asia"
"2926","Zhongzhi 13","中芝13号","2005","","","","","Sesamum indicum L.","Sesame","China","","","","2005","Seed - Self pollination","Edible oil plants","","","","","","","Asia"
"2908","Zhongzhi11","中芝11号","2003","","","","","Sesamum indicum L.","Sesame","China","The mutant variety Zhongzhi11 was officialy approved in 2003. It was developed by treatment in aerospace. Main improved attributes of mutant variety are high yield, good quality, vigour, resistance to stem blight and fusarium wilt, lodging resistance.","油料新品种（芝麻）-中芝 11号作者：中国农业…    专题来源：中国农业科学院    点击数：80    更新时间：2010-11-17 审定情况：2003年通过湖北省农作物品种审定委员会审定（鄂审油006-2003），同年通过全国芝麻品种鉴定委员会鉴定（国品鉴油2003006）。特点特性：利用航天育种技术将其亲本种子搭载我国发射的第16颗返回式卫星，经地面系统选择育成的纯白芝麻新品种。2002年由中国农科院油料作物研究所育成，植株为单杆型，株高一般160～180厘米，栽培条件好时可达200厘米以上；生长势强，茎杆粗壮，根系发达；叶片长椭圆形，叶色淡绿，花冠白色，茸毛量中等，每叶腋三花，蒴果四棱，成熟时茎杆为黄绿色，落黄性好；一般始蒴高度45～50厘米，果轴长度100厘米以上，平均每蒴粒数65～70粒，种子长卵圆形，种皮颜色纯白，千粒重2.8～3.2克。长江流域夏播全生育期90～95天，淮河流域夏播全生育期95～100天，属中早熟品种。抗茎点枯病和枯萎病，耐渍、抗倒伏能力较强。高抗芝麻茎点枯病，该品种茎点枯病发病率14.16％，病情指数5.53，比对照豫芝4号低47.12％和 60.39％，抗枯萎病，抗倒伏能力强。    产量表现：在2001、2002连续两年国家芝麻区试中，25点次平均亩产85.92公斤，比CK1豫芝4号和CK2地方品种分别增产11.82%和10.30%，第1位，均达极显著水平，增产点次占96%，平均粗脂肪含量56.20%，最高59.47％，粗蛋白质含量20.23%。2002年生产试验，在鄂、豫、皖、赣8个试点平均亩产74.03公斤，比CK豫芝4号增产21.12%，全面增产。    栽培技术要点：土壤精耕细作，深沟窄箱，不重茬，每亩施底肥30～40公斤复合肥，密度为高等肥力亩8000株，中等肥力亩9000株，低肥力亩10000～11000株。    适宜推广地区：湖北、安徽、河南、江西、湖南及周边芝麻产区。","High yield, good quality, vigour, resistance to stem blight and fusarium wilt, lodging resistance","2003","Seed - Self pollination","Edible oil plants","Direct development of an induced mutant","","","","","","Asia"
"2673","Zhongzu 1","中组1号","1998","","Jiangxi Provincial Variety Registration Committee","","China National Variety Registration Committee","Oryza sativa L.","Rice","China","The mutant variety Zhongzu 1 was officialy approved in 1998. It was developed by irradiation of in vitro culture with gamma rays. Main improved attributes of mutant variety are early maturity, high yield, disease resistance and high protein content.","“中组1号”系中国水稻所选用Basmati 370经体细胞无性系变异技术结合辐射诱变技术选育的早÷ 中熟早籼品种。经多点试种结果，表现早熟、高产、抗病、高蛋白质含量、是一个穗、粒、重兼顾的优良新品i 种。1998年和1999年分别通过江西省和浙""i2省农作物品种审定委员会审定；1999年列为全国高产示范{ 品种，2000年列为江西省和浙江省当家品种；2000年通过全国农作物品种审定委员会审定。在南方稻区； 区试中表现突出。目前已在长江中下游双季稻地区大面积推广。","Early maturity, high yield, disease resistance and high protein content","2000","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","In vitro culture","Asia"
"820","Zhouyou 903","舟优903","1994","","Zhejiang Provincial Variety Registration Committee","","","Oryza sativa L.","Rice","China","The mutant variety Zhouyou 903 was officialy approved in 1994. Main improved attributes of mutant variety are high quality, strong tillering, amylose content (16.4% -17.1%) and high grain yield.","舟优903系浙江省舟山地区农业科学研究所用红突80与412杂交育成的优质早籼新品种。每公顷产量6000千克（每亩400千克）左右。全生期108天，株高83厘米左右，株型紧束，叶片挺直，分蘖力较强，较耐肥抗倒，生长整齐清秀，后期青秆黄熟。有效穗多，每穗粒数85粒左右，结实率82.1％，千粒重20克，在稻瘟病严重地区种植有轻度的穗瘟。稻米主要品质达到部颁优质米标准，直链淀粉含量16.4％－17.1％，米饭柔软，适口性好。","High quality, strong tillering, amylose content (16.4% -17.1%) and high grain yield","1994","Seed - Self pollination","Cereals","Direct development of an induced mutant","","","","","","Asia"
"129","Zhufu 1","","1974","","","","","Setaria P.Beauv.","Millet","China","The mutant variety Zhufu 1 was officialy approved in 1974. It was developed by irradiation with gamma rays. Main improved attributes of mutant variety are good appearance at maturity, suitable for summer sowing and good quality.","","Good appearance at maturity, suitable for summer sowing and good quality","1974","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","","Asia"
"4900","Zhuliangyou124","","2007","","Hunan Academy of Agriculutral Sciecnes","","","Oryza sativa L.","Rice","China","","","yield, shorter duration","2007","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","Seed","Asia"
"606","Zhuqin 40","","1978","","","","","Oryza sativa L.","Rice","China","The mutant variety Zhuqin 40 was officialy approved in 1978. It was developed by irradiation of hybrid seeds of F2 generation with gamma rays (300 Gy). Main improved attributes of mutant variety are resistance to blast and suitable for mountain areas.","","Resistance to blast and suitable for mountain areas","1978","Seed - Self pollination","Cereals","Mutagenic treatment of breeding material (F1, F2, seeds, ect)","","Physical","Gamma rays","","Seed","Asia"
"784","Zijiangnuo","","1984","","","","","Oryza sativa L.","Rice","China","The mutant variety Zijiangnuo was officialy approved in 1984. It was developed by direct use of mutagen treatment (Fuhong 3 x Xinbasi x Nenjing 15 gamma). Main improved attributes of mutant variety are resistance to fungal diseases and high grain yield.","","Resistance to fungal diseases and high grain yield","1984","Seed - Self pollination","Cereals","Direct development of an induced mutant","","","","","","Asia"
"1804","Zitiane","","1990","","","","","Chrysanthemum L.","Chrysanthemum","China","The mutant variety Zitiane was officialy approved in 1990. It was developed by irradiation with gamma rays (20 Gy). Main improved attributes of mutant variety are improved agronomic and botanical characteristics.","","Improved agronomic and botanical characteristics","1990","Seed - Open-pollinating","Flowers","Direct development of an induced mutant","","Physical","Gamma rays","","","Asia"
"1801","Zixia","紫霞","1989","","","","","Chrysanthemum L.","Chrysanthemum","China","The mutant variety Zixia was officialy approved in 1989. It was developed by irradiation with gamma rays (30 Gy). Main improved attributes of mutant variety are improved agronomic and botanical characteristics.","","","1989","Seed - Open-pollinating","Flowers","Direct development of an induced mutant","","Physical","Gamma rays","","Others","Asia"
